92. STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,http://www.binghamton.edu/
41. STATE UNIVERSITY OF NEW YORK AT BUFFALO,http://www.buffalo.edu/
27. STATE UNIVERSITY OF NEW YORK AT STONY BROOK,http://www.sunysb.edu/
37. TEXAS A&M INTERNATIONAL UNIVERSITY,http://www.tamiu.edu/
34. TUFTS UNIVERSITY,http://www.tufts.edu/
77. UNIVERSITY OF ARIZONA,http://www.arizona.edu/
10. UNIVERSITY OF CALIFORNIA LOS ANGELES,http://www.berkeley.edu/
16. UNIVERSITY OF CALIFORNIA SAN DIEGO,http://www.ucdavis.edu/
11. UNIVERSITY OF CALIFORNIA SANTA BARBARA,http://www.uci.edu/
45. UNIVERSITY OF CALIFORNIA SANTA CRUZ,http://www.ucla.edu/
5. UNIVERSITY OF CALIFORNIA, BERKELEY",http://www.ucr.edu/
43. UNIVERSITY OF CALIFORNIA, DAVIS",http://www.ucsd.edu/
33. UNIVERSITY OF CALIFORNIA, IRVINE",http://www.ucsb.edu/
35. UNIVERSITY OF CALIFORNIA, RIVERSIDE",http://www.ucsc.edu/
78. UNIVERSITY OF CENTRAL FLORIDA,http://www.ucf.edu/
38. UNIVERSITY OF CHICAGO,http://www.uchicago.edu/
65. UNIVERSITY OF CINCINNATI,http://www.uc.edu/
50. UNIVERSITY OF COLORADO AT BOULDER,http://www.colorado.edu/
84. UNIVERSITY OF CONNECTICUT,http://www.uconn.edu/
74. UNIVERSITY OF DELAWARE,http://www.udel.edu/
66. UNIVERSITY OF FLORIDA,http://www.ufl.edu/
71. UNIVERSITY OF GEORGIA,http://www.uga.edu/
86. UNIVERSITY OF ILLINOIS AT CHICAGO,http://www.uic.edu/
6. UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,http://www.uiuc.edu/
72. UNIVERSITY OF IOWA,http://www.uiowa.edu/
67. UNIVERSITY OF KENTUCKY,http://www.uky.edu/
15. UNIVERSITY OF MARYLAND AT COLLEGE PARK,http://www.umd.edu/
83. UNIVERSITY OF MARYLAND BALTIMORE COUNTY,http://www.umbc.edu/
23. UNIVERSITY OF MASSACHUSETTS AT AMHERST,http://www.umass.edu/
17. UNIVERSITY OF MICHIGAN - ANN ARBOR,http://www.umich.edu/
30. UNIVERSITY OF MINNESOTA - TWIN CITIES CAMPUS,http://www1.umn.edu/twincities/
42. UNIVERSITY OF NEBRASKA - LINCOLN,http://www.unl.edu/
91. UNIVERSITY OF NEW MEXICO,http://www.unm.edu/
8. UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,http://www.unc.edu/
75. UNIVERSITY OF OKLAHOMA,http://www.ou.edu/
89. UNIVERSITY OF OREGON,http://www.uoregon.edu/
13. UNIVERSITY OF PENNSYLVANIA,http://www.upenn.edu/
39. UNIVERSITY OF PITTSBURGH,http://www.pitt.edu/
21. UNIVERSITY OF ROCHESTER,http://www.rochester.edu/
98. UNIVERSITY OF SOUTH CAROLINA,http://www.sc.edu/
46. UNIVERSITY OF SOUTH FLORIDA,http://www.usc.edu/
25. UNIVERSITY OF SOUTHERN CALIFORNIA,http://www.usf.edu/
82. UNIVERSITY OF TENNESSEE - CHATTANOOGA,http://www.utc.edu/
14. UNIVERSITY OF TEXAS AT AUSTIN,http://www.utexas.edu/
51. UNIVERSITY OF UTAH,http://www.utah.edu/
36. UNIVERSITY OF VIRGINIA,http://www.virginia.edu/
24. UNIVERSITY OF WASHINGTON,http://www.washington.edu/
18. UNIVERSITY OF WISCONSIN - MADISON,http://www.wisc.edu/
61. VANDERBILT UNIVERSITY,http://www.vanderbilt.edu/
58. VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY (VIRGINIA TECH),http://www.vt.edu/
95. WASHINGTON STATE UNIVERSITY,http://www.wsu.edu/
52. WASHINGTON UNIVERSITY IN ST. LOUIS,http://www.wustl.edu/
94. WAYNE STATE UNIVERSITY,http://www.wayne.edu/
44. YALE UNIVERSITY,http://www.yale.edu/
